Type,Category,Class,Generic,Brand
Prescription,Blood Pressure,Name ends in -pril (ACE Inhibitors),Perindopril,Aceon
Prescription,Blood Pressure,Name ends in -pril (ACE Inhibitors),Amlodipine/Benazepril,Lotrel
Prescription,Blood Pressure,Name ends in -artan (Angiotensin II Receptor Blockers),Losartan,Cozaar
Prescription,Blood Pressure,Name ends in -artan (Angiotensin II Receptor Blockers),Valsartan,Diovan
Prescription,Blood Pressure,Name ends in -artan (Angiotensin II Receptor Blockers),Olmesartan,Benicar
Prescription,Blood Pressure,Name ends in -artan (Angiotensin II Receptor Blockers),Irbesartan,Avapro
Prescription,Blood Pressure,Name ends in -artan (Angiotensin II Receptor Blockers),Telmisartan,Micardis
Prescription,Blood Pressure,Name ends in -artan (Angiotensin II Receptor Blockers),Candesartan,Atacand
Prescription,Blood Pressure,Name ends in -artan (Angiotensin II Receptor Blockers),Azilsartan,Edarbi
Prescription,Blood Pressure,Name ends in -artan (Angiotensin II Receptor Blockers),Eprosartan,Teveten
Prescription,Blood Pressure,Name ends in -artan (Angiotensin II Receptor Blockers),Losartan + Hydrochlorothiazide,Hyzaar
Prescription,Blood Pressure,Name ends in -artan (Angiotensin II Receptor Blockers),Irbesartan/Hydrochlorothiazide,Avalide
Prescription,Blood Pressure,Name ends in -artan (Angiotensin II Receptor Blockers),Valsartan/Hydrochlorothiazide,Diovan HCT
Prescription,Blood Pressure,Name ends in -artan (Angiotensin II Receptor Blockers),Olmesartan/Hydrochlorothiazide,Benicar HCT
Prescription,Blood Pressure,Name ends in -artan (Angiotensin II Receptor Blockers),Telmisartan/Hydrochlorothiazide,Micardis HCT
Prescription,Blood Pressure,Name ends in -artan (Angiotensin II Receptor Blockers),Candesartan/Hydrochlorothiazide,Atacand HCT
Prescription,Blood Pressure,Name ends in -artan (Angiotensin II Receptor Blockers),Amlodipine/Valsartan,Exforge
Prescription,Blood Pressure,Name ends in -artan (Angiotensin II Receptor Blockers),Amlodipine/Olmesartan,Azor
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Amlodipine,Norvasc
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Nifedipine,Procardia
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Nifedipine,Adalat CC
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Nifedipine,Procardia XL
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Diltiazem,Cardizem
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Diltiazem,Cardizem CD
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Diltiazem,Cardizem LA
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Diltiazem,Tiazac
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Diltiazem,Cartia XT
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Diltiazem,Dilacor XR
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Verapamil,Calan
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Verapamil,Calan SR
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Verapamil,Verelan
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Nifedipine ER,Adalat CC
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Nifedipine ER,Procardia XL
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Amlodipine/Benazepril,Lotrel
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Amlodipine/Valsartan,Exforge
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Amlodipine/Olmesartan,Azor
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Amlodipine/Perindopril,Prestalia
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Lisinopril/Hydrochlorothiazide,Zestoretic
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Lisinopril/Hydrochlorothiazide,Prinzide
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Benazepril/Hydrochlorothiazide,Lotensin HCT
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Quinapril/Hydrochlorothiazide,Accuretic
Prescription,Blood Pressure,Name ends in -dipine or -zem (Calcium Channel Blockers),Trandolapril/Verapamil,Tarka
Prescription,Blood Pressure,Name ends in -olol or -alol (Beta-Blockers),Metoprolol,
Prescription,Blood Pressure,Name ends in -olol or -alol (Beta-Blockers),Carvedilol,Coreg
Prescription,Blood Pressure,Name ends in -olol or -alol (Beta-Blockers),Carvedilol,Coreg CR
Prescription,Blood Pressure,Name ends in -olol or -alol (Beta-Blockers),Propranolol,Inderal LA
Prescription,Blood Pressure,Name ends in -olol or -alol (Beta-Blockers),Propranolol,Innopran XL
Prescription,Blood Pressure,Name ends in -olol or -alol (Beta-Blockers),Propranolol,Hemangeol
Prescription,Blood Pressure,Name ends in -olol or -alol (Beta-Blockers),Atenolol,Tenormin
Prescription,Blood Pressure,Name ends in -olol or -alol (Beta-Blockers),Metoprolol Succinate,Toprol-XL
Prescription,Blood Pressure,Name ends in -olol or -alol (Beta-Blockers),Metoprolol Succinate,Kapspargo Sprinkle
Prescription,Blood Pressure,Name ends in -olol or -alol (Beta-Blockers),Metoprolol Tartrate,Lopressor
Prescription,Blood Pressure,Name ends in -olol or -alol (Beta-Blockers),Nebivolol,Bystolic
Prescription,Blood Pressure,Name ends in -olol or -alol (Beta-Blockers),Bisoprolol,Zebeta
Prescription,Blood Pressure,Name ends in -olol or -alol (Beta-Blockers),Labetalol,Trandate
Prescription,Blood Pressure,Name ends in -olol or -alol (Beta-Blockers),Labetalol,Normodyne
Prescription,Blood Pressure,Name ends in -olol or -alol (Beta-Blockers),Nadolol,Corgard
Prescription,Blood Pressure,Name ends in -olol or -alol (Beta-Blockers),Acebutolol,Sectral
Prescription,Blood Pressure,Name ends in -ide or -one (Diuretics),Hydrochlorothiazide,Microzide
Prescription,Blood Pressure,Name ends in -ide or -one (Diuretics),Hydrochlorothiazide,HydroDIURIL
Prescription,Blood Pressure,Name ends in -ide or -one (Diuretics),Chlorthalidone,Thalitone
Prescription,Blood Pressure,Name ends in -ide or -one (Diuretics),Furosemide,Lasix
Prescription,Blood Pressure,Name ends in -ide or -one (Diuretics),Spironolactone,Aldactone
Prescription,Blood Pressure,Name ends in -ide or -one (Diuretics),Spironolactone,CaroSpir
Prescription,Blood Pressure,Name ends in -ide or -one (Diuretics),Hydralazine,Apresoline
Prescription,Blood Pressure,Name ends in -ide or -one (Diuretics),Bumetanide,Bumex
Prescription,Blood Pressure,Name ends in -ide or -one (Diuretics),Torsemide,Demadex
Prescription,Blood Pressure,Name ends in -ide or -one (Diuretics),Amiloride,Midamor
Prescription,Blood Pressure,Name ends in -ide or -one (Diuretics),Eplerenone,Inspra
Prescription,Blood Pressure,Name ends in -ide or -one (Diuretics),Losartan + Hydrochlorothiazide,Hyzaar
Prescription,Blood Pressure,Name ends in -ide or -one (Diuretics),Lisinopril/Hydrochlorothiazide,Zestoretic
Prescription,Blood Pressure,Name ends in -ide or -one (Diuretics),Lisinopril/Hydrochlorothiazide,Prinzide
Prescription,Blood Pressure,Name ends in -ide or -one (Diuretics),Benazepril/Hydrochlorothiazide,Lotensin HCT
Prescription,Blood Pressure,Name ends in -ide or -one (Diuretics),Quinapril/Hydrochlorothiazide,Accuretic
Prescription,Blood Pressure,Name ends in -ide or -one (Diuretics),Triamterene/Hydrochlorothiazide,Dyazide
Prescription,Blood Pressure,Name ends in -ide or -one (Diuretics),Triamterene/Hydrochlorothiazide,Maxzide
Prescription,Blood Pressure,"Alpha-Blockers, Central Alpha Agonists, Vasodilators",Doxazosin,Cardura
Prescription,Blood Pressure,"Alpha-Blockers, Central Alpha Agonists, Vasodilators",Doxazosin,Cardura XL
Prescription,Blood Pressure,"Alpha-Blockers, Central Alpha Agonists, Vasodilators",Clonidine,Catapres
Prescription,Blood Pressure,"Alpha-Blockers, Central Alpha Agonists, Vasodilators",Clonidine,Kapvay
Prescription,Blood Pressure,"Alpha-Blockers, Central Alpha Agonists, Vasodilators",Methyldopa,
Prescription,Blood Pressure,"Alpha-Blockers, Central Alpha Agonists, Vasodilators",Hydralazine,Apresoline
Prescription,Blood Pressure,"Alpha-Blockers, Central Alpha Agonists, Vasodilators",Minoxidil (oral),Loniten
Prescription,Blood Pressure,"Alpha-Blockers, Central Alpha Agonists, Vasodilators",Ethacrynic acid,Edecrin
Prescription,Diabetes,Insulin,Insulin glargine,Lantus
Prescription,Diabetes,Insulin,Insulin glargine,Basaglar
Prescription,Diabetes,Insulin,Insulin glargine,Semglee
Prescription,Diabetes,Insulin,Insulin lispro,Humalog
Prescription,Diabetes,Insulin,Insulin lispro,Admelog
Prescription,Diabetes,Insulin,Insulin lispro,Lyumjev
Prescription,Diabetes,Insulin,Insulin aspart,NovoLog
Prescription,Diabetes,Insulin,Insulin aspart,Fiasp
Prescription,Diabetes,Insulin,Insulin detemir,Levemir
Prescription,Diabetes,Insulin,Insulin degludec,Tresiba
Prescription,Diabetes,Name ends in -gliflozin (SGLT2 Inhibitors),Empagliflozin,Jardiance
Prescription,Diabetes,Name ends in -gliflozin (SGLT2 Inhibitors),Dapagliflozin,Farxiga
Prescription,Diabetes,Name ends in -gliflozin (SGLT2 Inhibitors),Canagliflozin,Invokana
Prescription,Diabetes,Name ends in -gliflozin (SGLT2 Inhibitors),Ertugliflozin,Steglatro
Prescription,Diabetes,Name ends in -tide (GLP-1 Receptor Agonists),Semaglutide,Ozempic
Prescription,Diabetes,Name ends in -tide (GLP-1 Receptor Agonists),Semaglutide,Rybelsus
Prescription,Diabetes,Name ends in -tide (GLP-1 Receptor Agonists),Semaglutide,Wegovy
Prescription,Diabetes,Name ends in -tide (GLP-1 Receptor Agonists),Liraglutide,Victoza
Prescription,Diabetes,Name ends in -tide (GLP-1 Receptor Agonists),Liraglutide,Saxenda
Prescription,Diabetes,Name ends in -tide (GLP-1 Receptor Agonists),Dulaglutide,Trulicity
Prescription,Diabetes,Name ends in -tide (GLP-1 Receptor Agonists),Exenatide,Byetta
Prescription,Diabetes,Name ends in -tide (GLP-1 Receptor Agonists),Exenatide,Bydureon
Prescription,Diabetes,Name ends in -tide (GLP-1 Receptor Agonists),Tirzepatide,Mounjaro
Prescription,Diabetes,Name ends in -tide (GLP-1 Receptor Agonists),Tirzepatide,Zepbound
Prescription,Diabetes,Name ends in -gliptin (DPP-4 Inhibitors),Sitagliptin,Januvia
Prescription,Diabetes,Name ends in -gliptin (DPP-4 Inhibitors),Linagliptin,Tradjenta
Prescription,Diabetes,Name ends in -gliptin (DPP-4 Inhibitors),Alogliptin,Nesina
Prescription,Diabetes,Name ends in -gliptin (DPP-4 Inhibitors),Saxagliptin,Onglyza
Prescription,Diabetes,Other,Glipizide,Glucotrol
Prescription,Diabetes,Other,Glipizide,Glucotrol XL
Prescription,Diabetes,Other,Glyburide,Diabeta
Prescription,Diabetes,Other,Glyburide,Micronase
Prescription,Diabetes,Other,Glyburide,Glynase
Prescription,Diabetes,Other,Glimepiride,Amaryl
Prescription,Diabetes,Other,Pioglitazone,Actos
Prescription,Diabetes,Other,Acarbose,Precose
Prescription,Diabetes,Other,Miglitol,Glyset
Prescription,Diabetes,Other,Repaglinide,Prandin
Prescription,Diabetes,Other,Nateglinide,Starlix
Prescription,Diabetes,Other,Pramlintide,Symlin
Prescription,Diabetes,Other,Colesevelam,Welchol
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Adalimumab,Humira
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Adalimumab,Amjevita
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Adalimumab,Hyrimoz
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Adalimumab,Hadlima
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Adalimumab,Yuflyma
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Adalimumab,Abrilada
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Adalimumab,Cyltezo
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Adalimumab,Idacio
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Etanercept,Enbrel
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Etanercept,Erelzi
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Infliximab,Remicade
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Infliximab,Inflectra
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Infliximab,Renflexis
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Infliximab,Avsola
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Infliximab,Ixifi
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Certolizumab,Cimzia
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Golimumab,Simponi
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Golimumab,Simponi Aria
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Tocilizumab,Actemra
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Sarilumab,Kevzara
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Ustekinumab,Stelara
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Guselkumab,Tremfya
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Risankizumab,Skyrizi
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Secukinumab,Cosentyx
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Ixekizumab,Taltz
Prescription,Autoimmune & Rheumatoid,Autoimmune Biologics,Brodalumab,Siliq
Prescription,Pain Treatment,Neuropathic Pain,Gabapentin,Neurontin
Prescription,Pain Treatment,Neuropathic Pain,Gabapentin,Gralise
Prescription,Pain Treatment,Neuropathic Pain,Gabapentin,Horizant
Prescription,Pain Treatment,Neuropathic Pain,Pregabalin,Lyrica
Prescription,Pain Treatment,Neuropathic Pain,Topiramate,Topamax
Prescription,Pain Treatment,Neuropathic Pain,Topiramate,Trokendi XR
Prescription,Pain Treatment,Neuropathic Pain,Topiramate,Qudexy XR
Prescription,Pain Treatment,NSAID,Ibuprofen,Advil
Prescription,Pain Treatment,NSAID,Ibuprofen,Motrin
Prescription,Pain Treatment,NSAID,Naproxen,Aleve
Prescription,Pain Treatment,NSAID,Naproxen,Naprosyn
Prescription,Pain Treatment,NSAID,Naproxen,Anaprox
Prescription,Pain Treatment,NSAID,Celecoxib,Celebrex
Prescription,Pain Treatment,NSAID,Diclofenac,Voltaren
Prescription,Pain Treatment,NSAID,Diclofenac,Cataflam
Prescription,Pain Treatment,NSAID,Diclofenac,Zipsor
Prescription,Pain Treatment,NSAID,Diclofenac,Zorvolex
Prescription,Pain Treatment,NSAID,Indomethacin,Indocin
Prescription,Pain Treatment,NSAID,Indomethacin,Tivorbex
Prescription,Pain Treatment,NSAID,Ketorolac,Toradol
Prescription,Pain Treatment,NSAID,Meloxicam,Mobic
Prescription,Pain Treatment,NSAID,Meloxicam,Vivlodex
Prescription,Pain Treatment,Opioid,Hydrocodone/Acetaminophen,Norco
Prescription,Pain Treatment,Opioid,Hydrocodone/Acetaminophen,Vicodin
Prescription,Pain Treatment,Opioid,Hydrocodone/Acetaminophen,Lorcet
Prescription,Pain Treatment,Opioid,Oxycodone,OxyContin
Prescription,Pain Treatment,Opioid,Oxycodone,Oxaydo
Prescription,Pain Treatment,Opioid,Oxycodone,RoxyBond
Prescription,Pain Treatment,Opioid,Oxycodone,Xtampza ER
Prescription,Pain Treatment,Opioid,Morphine,MS Contin
Prescription,Pain Treatment,Opioid,Morphine,Kadian
Prescription,Pain Treatment,Opioid,Morphine,Avinza
Prescription,Pain Treatment,Opioid,Fentanyl,Duragesic
Prescription,Pain Treatment,Opioid,Fentanyl,Actiq
Prescription,Pain Treatment,Opioid,Fentanyl,Fentora
Prescription,Pain Treatment,Opioid,Fentanyl,Subsys
Prescription,Pain Treatment,Opioid,Fentanyl,Lazanda
Prescription,Pain Treatment,Opioid,Tramadol,Ultram
Prescription,Pain Treatment,Opioid,Tramadol,ConZip
Prescription,Pain Treatment,Opioid,Codeine,
Prescription,Pain Treatment,Opioid,Buprenorphine,Butrans
Prescription,Pain Treatment,Opioid,Buprenorphine,Belbuca
Prescription,Pain Treatment,Opioid,Buprenorphine,Subutex
Prescription,Pain Treatment,Opioid,Methadone,Dolophine
Prescription,Pain Treatment,Opioid,Methadone,Methadose
Prescription,Pain Treatment,NSAID,Aspirin,Bayer Aspirin
Prescription,Pain Treatment,NSAID,Aspirin,Ecotrin
Prescription,Pain Treatment,NSAID,Etodolac,Lodine
Prescription,Pain Treatment,NSAID,Piroxicam,Feldene
Prescription,Pain Treatment,NSAID,Nabumetone,Relafen
Prescription,Pain Treatment,Opioid,Oxycodone/Acetaminophen,Percocet
Prescription,Pain Treatment,Opioid,Oxycodone/Acetaminophen,Endocet
Prescription,Pain Treatment,Opioid,Oxycodone/Acetaminophen,Xartemis XR
Non-Prescription,Vitamins,Vitamins,Vitamin A (Retinol),Nature Made Vitamin A
Non-Prescription,Vitamins,Vitamins,Vitamin A (Retinol),NOW Vitamin A
Non-Prescription,Vitamins,Vitamins,Vitamin B1 (Thiamine),Natrol B1
Non-Prescription,Vitamins,Vitamins,Vitamin B1 (Thiamine),Nature's Bounty Thiamine
Non-Prescription,Vitamins,Vitamins,Vitamin B2 (Riboflavin),Nature Made B2
Non-Prescription,Vitamins,Vitamins,Vitamin B2 (Riboflavin),Nature's Bounty Riboflavin
Non-Prescription,Vitamins,Vitamins,Vitamin B3 (Niacin/Niacinamide),Slo-Niacin
Non-Prescription,Vitamins,Vitamins,Vitamin B3 (Niacin/Niacinamide),Nature's Bounty Niacin
Non-Prescription,Vitamins,Vitamins,Vitamin B5 (Pantothenic Acid),Nature's Bounty B5
Non-Prescription,Vitamins,Vitamins,Vitamin B5 (Pantothenic Acid),NOW Pantothenic Acid
Non-Prescription,Vitamins,Vitamins,Vitamin B6 (Pyridoxine),Nature Made B6
Non-Prescription,Vitamins,Vitamins,Vitamin B6 (Pyridoxine),Solgar Vitamin B6
Non-Prescription,Vitamins,Vitamins,Vitamin B7 (Biotin),Natrol Biotin
Non-Prescription,Vitamins,Vitamins,Vitamin B7 (Biotin),Nature's Bounty Biotin
Non-Prescription,Vitamins,Vitamins,Vitamin B9 (Folic Acid),Nature Made Folic Acid
Non-Prescription,Vitamins,Vitamins,Vitamin B9 (Folic Acid),Spring Valley Folic Acid
Non-Prescription,Vitamins,Vitamins,Vitamin B12 (Cyanocobalamin/Methylcobalamin),Nature Made B12
Non-Prescription,Vitamins,Vitamins,Vitamin B12 (Cyanocobalamin/Methylcobalamin),Nature's Bounty B-12
Non-Prescription,Vitamins,Vitamins,Vitamin C (Ascorbic Acid),Emergen-C
Non-Prescription,Vitamins,Vitamins,Vitamin C (Ascorbic Acid),Nature Made Vitamin C
Non-Prescription,Vitamins,Vitamins,Vitamin D (Cholecalciferol),Nature Made Vitamin D3
Non-Prescription,Vitamins,Vitamins,Vitamin D (Cholecalciferol),Centrum Vitamin D
Non-Prescription,Vitamins,Vitamins,Vitamin E (Tocopherol),Nature Made Vitamin E
Non-Prescription,Vitamins,Vitamins,Vitamin E (Tocopherol),Nature's Bounty E-Gel
Non-Prescription,Vitamins,Vitamins,Vitamin K (Phytonadione),Nature Made Vitamin K2
Non-Prescription,Vitamins,Vitamins,Vitamin K (Phytonadione),NOW K-2
Non-Prescription,Vitamins,Vitamins,Vitamin K2 (Menaquinone-7),NOW MK-7 (Vitamin K2)
Non-Prescription,Minerals,Minerals,Calcium (Calcium Carbonate),Tums
Non-Prescription,Minerals,Minerals,Calcium (Calcium Carbonate),Caltrate 600
Non-Prescription,Minerals,Minerals,Calcium Citrate,Citracal
Non-Prescription,Minerals,Minerals,Iron (Ferrous Sulfate),Feosol
Non-Prescription,Minerals,Minerals,Iron (Ferrous Sulfate),Ferro-Sequels
Non-Prescription,Minerals,Minerals,Magnesium (Magnesium Oxide),Mag-Ox 400
Non-Prescription,Minerals,Minerals,Magnesium (Magnesium Oxide),Nature Made Magnesium
Non-Prescription,Minerals,Minerals,Zinc (Zinc Sulfate),Nature Made Zinc
Non-Prescription,Minerals,Minerals,Zinc (Zinc Sulfate),Spring Valley Zinc
Non-Prescription,Minerals,Minerals,Potassium (Potassium Gluconate),Nature Made Potassium
Non-Prescription,Minerals,Minerals,Potassium (Potassium Gluconate),NOW Potassium Gluconate
Non-Prescription,Minerals,Minerals,Selenium,Nature's Bounty Selenium
Non-Prescription,Minerals,Minerals,Selenium,NOW Selenium
Non-Prescription,Minerals,Minerals,Chromium (Chromium Picolinate),Natrol Chromium Picolinate
Non-Prescription,Minerals,Minerals,Chromium (Chromium Picolinate),Spring Valley Chromium
Non-Prescription,Minerals,Minerals,Iodine (Kelp),Nature's Way Kelp
Non-Prescription,Minerals,Minerals,Iodine (Kelp),Life Extension Potassium Iodide
Non-Prescription,Multivitamins & Complexes,Multivitamins & Complexes,Multivitamin (Adult),Centrum Adults
Non-Prescription,Multivitamins & Complexes,Multivitamins & Complexes,Multivitamin (Adult),One A Day Men’s
Non-Prescription,Multivitamins & Complexes,Multivitamins & Complexes,Multivitamin (Adult),One A Day Women’s
Non-Prescription,Multivitamins & Complexes,Multivitamins & Complexes,Multivitamin (Men),One A Day Men’s Health
Non-Prescription,Multivitamins & Complexes,Multivitamins & Complexes,Multivitamin (Men),Centrum Men
Non-Prescription,Multivitamins & Complexes,Multivitamins & Complexes,Multivitamin (Women),One A Day Women’s
Non-Prescription,Multivitamins & Complexes,Multivitamins & Complexes,Multivitamin (Women),Centrum Women
Non-Prescription,Multivitamins & Complexes,Multivitamins & Complexes,Multivitamin (50+ Seniors),Centrum Silver
Non-Prescription,Multivitamins & Complexes,Multivitamins & Complexes,Multivitamin (50+ Seniors),One A Day 50+
Non-Prescription,Multivitamins & Complexes,Multivitamins & Complexes,Multivitamin (Prenatal),One A Day Prenatal
Non-Prescription,Multivitamins & Complexes,Multivitamins & Complexes,Multivitamin (Prenatal),Nature Made Prenatal
Non-Prescription,Multivitamins & Complexes,Multivitamins & Complexes,Multivitamin (Children’s),Flintstones Gummies
Non-Prescription,Multivitamins & Complexes,Multivitamins & Complexes,Multivitamin (Children’s),Centrum Kids
Non-Prescription,Multivitamins & Complexes,Multivitamins & Complexes,B-Complex (Multiple B Vitamins),Nature Made Super B-Complex
Non-Prescription,Multivitamins & Complexes,Multivitamins & Complexes,B-Complex (Multiple B Vitamins),Solgar B-Complex
Non-Prescription,Multivitamins & Complexes,Multivitamins & Complexes,Calcium + Vitamin D,Os-Cal Calcium + D3
Non-Prescription,Multivitamins & Complexes,Multivitamins & Complexes,Calcium + Vitamin D,Caltrate 600+D
Non-Prescription,Multivitamins & Complexes,Multivitamins & Complexes,"Hair, Skin & Nails Formula",Nature's Bounty Hair Skin & Nails
Non-Prescription,Multivitamins & Complexes,Multivitamins & Complexes,"Hair, Skin & Nails Formula",Vitafusion Hair Skin Nails
Non-Prescription,Multivitamins & Complexes,Multivitamins & Complexes,Menopause Relief Blend,Estroven
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Echinacea,Nature's Way Echinacea
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Echinacea,Airborne (contains echinacea)
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Garlic (Allium sativum),Kyolic Aged Garlic
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Garlic (Allium sativum),Nature's Bounty Garlic
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Ginseng (Panax ginseng),Ginsana
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Ginseng (Panax ginseng),Nature's Bounty Ginseng
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Siberian Ginseng (Eleuthero),Solgar Siberian Ginseng
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Holy Basil (Tulsi),New Chapter Holy Basil
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Ashwagandha (Withania),Himalaya Ashwagandha
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Ashwagandha (Withania),NOW Ashwagandha
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Rhodiola (Rhodiola rosea),Gaia Herbs Rhodiola
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Rhodiola (Rhodiola rosea),NOW Rhodiola
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Turmeric (Curcuma longa),Qunol Turmeric
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Turmeric (Curcuma longa),Nature Made Turmeric
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Ginger Root,Nature's Way Ginger Root
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Ginger Root,NOW Ginger
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Black Seed Oil (Nigella),Amazing Herbs Black Seed Oil
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Green Tea Extract (EGCG),Life Extension Mega Green Tea
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Green Tea Extract (EGCG),NOW Green Tea Extract
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Tribulus (Tribulus terrestris),NOW Tribulus
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Tribulus (Tribulus terrestris),GNC Men's Tribulus
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Horny Goat Weed (Epimedium),Nature's Bounty Horny Goat Weed
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Horny Goat Weed (Epimedium),NOW Horny Goat Weed
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Yohimbe,Twinlab Yohimbe
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Yohimbe,Natrol Yohimbe
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Maca (Lepidium meyenii),NOW Maca
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Maca (Lepidium meyenii),Navitas Organics Maca
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Fenugreek (Trigonella),Nature's Way Fenugreek
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Fenugreek (Trigonella),NOW Fenugreek
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Saw Palmetto (Serenoa),Saw Palmetto Complex (ProstAid)
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Saw Palmetto (Serenoa),NOW Saw Palmetto
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Goldenseal (Hydrastis),Nature's Way Goldenseal
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Goldenseal (Hydrastis),Solaray Goldenseal
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Feverfew (Tanacetum),Nature's Way Feverfew
